"library","version","artifact","publishDate","latestPatch","latestPatchPublishDate","patchStatus","groupId","versionTotalCveCount","versionCriticalCveCount","versionHighCveCount","latestPatchTotalCveCount","latestPatchCriticalCveCount","latestPatchHighCveCount","daysBetweenManagedAndLatestVersions","daysSinceLatestPatch"
"HikariCP","4.0.3","HikariCP","2021-03-03","4.0.3","2021-03-03","up-to-date","com.zaxxer","0","0","0","0","0","0","0","1791"
"commons-codec","1.15","commons-codec","2020-08-28","1.15","","skipped: not 3-part semver","commons-codec","0","0","0","0","0","0","",""
"commons-pool","1.6","commons-pool","2012-01-09","1.6","","skipped: not 3-part semver","commons-pool","0","0","0","0","0","0","",""
"de.flapdoodle.embed.mongo","3.4.11","de.flapdoodle.embed.mongo","2022-09-26","3.4.11","2022-09-26","up-to-date","de.flapdoodle.embed","0","0","0","0","0","0","0","1219"
"metrics-annotation","4.2.22","metrics-annotation","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-caffeine","4.2.22","metrics-caffeine","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-caffeine3","4.2.22","metrics-caffeine3","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-collectd","4.2.22","metrics-collectd","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-core","4.2.22","metrics-core","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-ehcache","4.2.22","metrics-ehcache","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-graphite","4.2.22","metrics-graphite","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-healthchecks","4.2.22","metrics-healthchecks","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-httpasyncclient","4.2.22","metrics-httpasyncclient","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-httpclient","4.2.22","metrics-httpclient","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-httpclient5","4.2.22","metrics-httpclient5","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jakarta-servlet","4.2.22","metrics-jakarta-servlet","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jakarta-servlet6","4.2.22","metrics-jakarta-servlet6","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jakarta-servlets","4.2.22","metrics-jakarta-servlets","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jcache","4.2.22","metrics-jcache","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jdbi","4.2.22","metrics-jdbi","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jdbi3","4.2.22","metrics-jdbi3","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jersey2","4.2.22","metrics-jersey2","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jersey3","4.2.22","metrics-jersey3","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jersey31","4.2.22","metrics-jersey31","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jetty10","4.2.22","metrics-jetty10","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jetty11","4.2.22","metrics-jetty11","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jetty12","4.2.22","metrics-jetty12","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jetty12-ee10","4.2.22","metrics-jetty12-ee10","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jetty9","4.2.22","metrics-jetty9","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jmx","4.2.22","metrics-jmx","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-json","4.2.22","metrics-json","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-jvm","4.2.22","metrics-jvm","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-log4j2","4.2.22","metrics-log4j2","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-logback","4.2.22","metrics-logback","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-logback13","4.2.22","metrics-logback13","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-logback14","4.2.22","metrics-logback14","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-servlet","4.2.22","metrics-servlet","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"metrics-servlets","4.2.22","metrics-servlets","2023-11-05","4.2.38","unknown","update-available","io.dropwizard.metrics","0","0","0","0","0","0","",""
"lettuce-core","6.1.10.RELEASE","lettuce-core","2022-10-10","6.1.10.RELEASE","2022-10-10","up-to-date","io.lettuce","0","0","0","0","0","0","0","1205"
"micrometer-core","1.9.17","micrometer-core","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-appoptics","1.9.17","micrometer-registry-appoptics","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-atlas","1.9.17","micrometer-registry-atlas","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-azure-monitor","1.9.17","micrometer-registry-azure-monitor","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-cloudwatch","1.9.17","micrometer-registry-cloudwatch","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-cloudwatch2","1.9.17","micrometer-registry-cloudwatch2","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-datadog","1.9.17","micrometer-registry-datadog","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-dynatrace","1.9.17","micrometer-registry-dynatrace","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-elastic","1.9.17","micrometer-registry-elastic","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-ganglia","1.9.17","micrometer-registry-ganglia","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-graphite","1.9.17","micrometer-registry-graphite","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-health","1.9.17","micrometer-registry-health","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-humio","1.9.17","micrometer-registry-humio","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-influx","1.9.17","micrometer-registry-influx","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-jmx","1.9.17","micrometer-registry-jmx","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-kairos","1.9.17","micrometer-registry-kairos","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-new-relic","1.9.17","micrometer-registry-new-relic","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-opentsdb","1.9.17","micrometer-registry-opentsdb","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-otlp","1.9.17","micrometer-registry-otlp","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-prometheus","1.9.17","micrometer-registry-prometheus","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-signalfx","1.9.17","micrometer-registry-signalfx","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-stackdriver","1.9.17","micrometer-registry-stackdriver","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-statsd","1.9.17","micrometer-registry-statsd","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-registry-wavefront","1.9.17","micrometer-registry-wavefront","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"micrometer-test","1.9.17","micrometer-test","2023-11-13","1.9.17","2023-11-13","up-to-date","io.micrometer","0","0","0","0","0","0","0","806"
"netty-all","4.1.101.Final","netty-all","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-buffer","4.1.101.Final","netty-buffer","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-codec","4.1.101.Final","netty-codec","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","1","0","0","0","0","0","",""
"netty-codec-dns","4.1.101.Final","netty-codec-dns","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-codec-haproxy","4.1.101.Final","netty-codec-haproxy","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-codec-http","4.1.101.Final","netty-codec-http","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","3","0","0","0","0","0","",""
"netty-codec-http2","4.1.101.Final","netty-codec-http2","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","1","0","1","0","0","0","",""
"netty-codec-memcache","4.1.101.Final","netty-codec-memcache","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-codec-mqtt","4.1.101.Final","netty-codec-mqtt","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-codec-redis","4.1.101.Final","netty-codec-redis","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-codec-smtp","4.1.101.Final","netty-codec-smtp","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","1","0","1","0","0","0","",""
"netty-codec-socks","4.1.101.Final","netty-codec-socks","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-codec-stomp","4.1.101.Final","netty-codec-stomp","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-codec-xml","4.1.101.Final","netty-codec-xml","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-common","4.1.101.Final","netty-common","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","2","0","0","0","0","0","",""
"netty-dev-tools","4.1.101.Final","netty-dev-tools","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-example","4.1.101.Final","netty-example","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-handler","4.1.101.Final","netty-handler","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","1","0","1","0","0","0","",""
"netty-handler-proxy","4.1.101.Final","netty-handler-proxy","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-handler-ssl-ocsp","4.1.101.Final","netty-handler-ssl-ocsp","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-resolver","4.1.101.Final","netty-resolver","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-resolver-dns","4.1.101.Final","netty-resolver-dns","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-resolver-dns-classes-macos","4.1.101.Final","netty-resolver-dns-classes-macos","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-resolver-dns-native-macos","4.1.101.Final","netty-resolver-dns-native-macos","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-tcnative","2.0.61.Final","netty-tcnative","2023-05-05","2.0.74.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-tcnative-boringssl-static","2.0.61.Final","netty-tcnative-boringssl-static","2023-05-05","2.0.74.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-tcnative-classes","2.0.61.Final","netty-tcnative-classes","2023-05-05","2.0.74.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-transport","4.1.101.Final","netty-transport","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-transport-classes-epoll","4.1.101.Final","netty-transport-classes-epoll","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-transport-classes-kqueue","4.1.101.Final","netty-transport-classes-kqueue","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-transport-native-epoll","4.1.101.Final","netty-transport-native-epoll","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-transport-native-kqueue","4.1.101.Final","netty-transport-native-kqueue","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-transport-native-unix-common","4.1.101.Final","netty-transport-native-unix-common","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-transport-rxtx","4.1.101.Final","netty-transport-rxtx","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-transport-sctp","4.1.101.Final","netty-transport-sctp","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"netty-transport-udt","4.1.101.Final","netty-transport-udt","2023-11-09","4.1.130.Final","unknown","update-available","io.netty","0","0","0","0","0","0","",""
"reactor-core","3.4.34","reactor-core","2023-11-14","3.4.41","2024-08-13","update-available","io.projectreactor","0","0","0","0","0","0","273","532"
"reactor-test","3.4.34","reactor-test","2023-11-14","3.4.41","2024-08-13","update-available","io.projectreactor","0","0","0","0","0","0","273","532"
"reactor-tools","3.4.34","reactor-tools","2023-11-14","3.4.41","2024-08-13","update-available","io.projectreactor","0","0","0","0","0","0","273","532"
"reactor-adapter","3.4.10","reactor-adapter","2023-03-14","3.4.11","2024-08-13","update-available","io.projectreactor.addons","0","0","0","0","0","0","518","532"
"reactor-extra","3.4.10","reactor-extra","2023-03-14","3.4.11","2024-08-13","update-available","io.projectreactor.addons","0","0","0","0","0","0","518","532"
"reactor-pool","0.2.12","reactor-pool","2023-10-10","0.2.13","2024-08-13","update-available","io.projectreactor.addons","0","0","0","0","0","0","308","532"
"reactor-kafka","1.3.22","reactor-kafka","2023-11-14","1.3.25","unknown","update-available","io.projectreactor.kafka","0","0","0","0","0","0","",""
"reactor-kotlin-extensions","1.1.10","reactor-kotlin-extensions","2023-03-14","1.1.11","2024-08-13","update-available","io.projectreactor.kotlin","0","0","0","0","0","0","518","532"
"reactor-netty","1.0.39","reactor-netty","2023-11-14","1.0.48","2024-08-13","update-available","io.projectreactor.netty","0","0","0","0","0","0","273","532"
"reactor-netty-core","1.0.39","reactor-netty-core","2023-11-14","1.0.48","2024-08-13","update-available","io.projectreactor.netty","0","0","0","0","0","0","273","532"
"reactor-netty-http","1.0.39","reactor-netty-http","2023-11-14","1.0.48","2024-08-13","update-available","io.projectreactor.netty","1","0","0","1","0","0","273","532"
"reactor-netty-http-brave","1.0.39","reactor-netty-http-brave","2023-11-14","1.0.48","2024-08-13","update-available","io.projectreactor.netty","0","0","0","0","0","0","273","532"
"reactor-rabbitmq","1.5.6","reactor-rabbitmq","2023-03-24","1.5.6","2023-03-24","up-to-date","io.projectreactor.rabbitmq","0","0","0","0","0","0","0","1040"
